acc,genome_url,assembly_report_url,ncbi_tax_name
GCA_900624855.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/624/855/GCA_900624855.1_82B7/GCA_900624855.1_82B7_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/624/855/GCA_900624855.1_82B7/GCA_900624855.1_82B7_assembly_report.txt,Bacteroides cellulosilyticus WH2
