acc,genome_url,assembly_report_url,ncbi_tax_name
GCA_009102675.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/102/675/GCA_009102675.1_ASM910267v1/GCA_009102675.1_ASM910267v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/102/675/GCA_009102675.1_ASM910267v1/GCA_009102675.1_ASM910267v1_assembly_report.txt,Bacteroides xylanisolvens
