file,file_prefix,zip_type,uid
ESM5GEYW_P.fastq.gz,ESM5GEYW_P,P,ESM5GEYW_P
ESM5MEAB_P.fastq.gz,ESM5MEAB_P,P,ESM5MEAB_P
ESM5MEA7_P.fastq.gz,ESM5MEA7_P,P,ESM5MEA7_P
ESM5MEA9_P.fastq.gz,ESM5MEA9_P,P,ESM5MEA9_P
ESM5MEDN.tar,ESM5MEDN,STD,ESM5MEDN
ESM5MEDP_P.fastq.gz,ESM5MEDP_P,P,ESM5MEDP_P
ESM5MEDK.tar,ESM5MEDK,STD,ESM5MEDK
ESM5MEDD.tar,ESM5MEDD,STD,ESM5MEDD
ESM5MEDF.tar,ESM5MEDF,STD,ESM5MEDF
ESM718UH.tar,ESM718UH,STD,ESM718UH
ESM7F5AK.tar,ESM7F5AK,STD,ESM7F5AK
ESM7F5AM.tar,ESM7F5AM,STD,ESM7F5AM
ESM7F5CB.tar,ESM7F5CB,STD,ESM7F5CB
ESM7F5CD.tar,ESM7F5CD,STD,ESM7F5CD
ESM7F5CF.tar,ESM7F5CF,STD,ESM7F5CF
SM-6X9WB.tar,SM-6X9WB,VIR,SM-6X9WB
SM-74Y6X.tar,SM-74Y6X,VIR,SM-74Y6X
SM-9HC7V.tar,SM-9HC7V,VIR,SM-9HC7V
ESM5MEB9_P.fastq.gz,ESM5MEB9_P,P,ESM5MEB9_P
ESM5MEB7.tar,ESM5MEB7,STD,ESM5MEB7
ESM5MED2.tar,ESM5MED2,STD,ESM5MED2
ESM718V8.tar,ESM718V8,STD,ESM718V8
ESM718V4.tar,ESM718V4,STD,ESM718V4
ESM718TK.tar,ESM718TK,STD,ESM718TK
ESM718TM.tar,ESM718TM,STD,ESM718TM
ESM718TF.tar,ESM718TF,STD,ESM718TF
ESM718T9.tar,ESM718T9,STD,ESM718T9
ESM718T7.tar,ESM718T7,STD,ESM718T7
ESM7F5C5.tar,ESM7F5C5,STD,ESM7F5C5
ESM7F5C7.tar,ESM7F5C7,STD,ESM7F5C7
ESM9IEP1.tar,ESM9IEP1,STD,ESM9IEP1
SM-6ZUH7.tar,SM-6ZUH7,VIR,SM-6ZUH7
SM-72XH2.tar,SM-72XH2,VIR,SM-72XH2
SM-77M5L.tar,SM-77M5L,VIR,SM-77M5L
SM-7E7H6.tar,SM-7E7H6,VIR,SM-7E7H6
SM-7K1V4.tar,SM-7K1V4,VIR,SM-7K1V4
SM-7PO8P.tar,SM-7PO8P,VIR,SM-7PO8P
SM-9JG91.tar,SM-9JG91,VIR,SM-9JG91
ESM7F5AE_P.fastq.gz,ESM7F5AE_P,P,ESM7F5AE_P
ESM5MEC7_P.fastq.gz,ESM5MEC7_P,P,ESM5MEC7_P
ESM718U9_P.fastq.gz,ESM718U9_P,P,ESM718U9_P
HSM5FZBQ_P.fastq.gz,HSM5FZBQ_P,P,HSM5FZBQ_P
HSM5FZBR_P.fastq.gz,HSM5FZBR_P,P,HSM5FZBR_P
HSM5FZBP_P.fastq.gz,HSM5FZBP_P,P,HSM5FZBP_P
HSM5MD7W_P.fastq.gz,HSM5MD7W_P,P,HSM5MD7W_P
HSM5MD5H_P.fastq.gz,HSM5MD5H_P,P,HSM5MD5H_P
HSM5MD5K_P.fastq.gz,HSM5MD5K_P,P,HSM5MD5K_P
HSM5FZC2_P.fastq.gz,HSM5FZC2_P,P,HSM5FZC2_P
HSM5FZBZ.tar,HSM5FZBZ,STD,HSM5FZBZ
HSM5MD7J.tar,HSM5MD7J,STD,HSM5MD7J
HSM5MD79.tar,HSM5MD79,STD,HSM5MD79
HSM67VDZ.tar,HSM67VDZ,STD,HSM67VDZ
HSM67VE4.tar,HSM67VE4,STD,HSM67VE4
SM-6T7W7.tar,SM-6T7W7,VIR,SM-6T7W7
SM-6ZEU9.tar,SM-6ZEU9,VIR,SM-6ZEU9
SM-7DGUP.tar,SM-7DGUP,VIR,SM-7DGUP
HSM5MD4U_P.fastq.gz,HSM5MD4U_P,P,HSM5MD4U_P
HSM5MD4W_P.fastq.gz,HSM5MD4W_P,P,HSM5MD4W_P
HSM5MD4Y.tar,HSM5MD4Y,STD,HSM5MD4Y
HSM5MD53.tar,HSM5MD53,STD,HSM5MD53
HSM5MD5P.tar,HSM5MD5P,STD,HSM5MD5P
HSM6XRSG.tar,HSM6XRSG,STD,HSM6XRSG
HSM6XRSI.tar,HSM6XRSI,STD,HSM6XRSI
HSM67VDP.tar,HSM67VDP,STD,HSM67VDP
HSM7CYZT.tar,HSM7CYZT,STD,HSM7CYZT
HSM7CYZV.tar,HSM7CYZV,STD,HSM7CYZV
HSM7CZ14.tar,HSM7CZ14,STD,HSM7CZ14
SM-6ZEUH.tar,SM-6ZEUH,VIR,SM-6ZEUH
SM-77M6B.tar,SM-77M6B,VIR,SM-77M6B
SM-7AA27.tar,SM-7AA27,VIR,SM-7AA27
SM-7HXJV.tar,SM-7HXJV,VIR,SM-7HXJV
SM-9ISZZ.tar,SM-9ISZZ,VIR,SM-9ISZZ
HSM5MD4B_P.fastq.gz,HSM5MD4B_P,P,HSM5MD4B_P
HSM5MD4A_P.fastq.gz,HSM5MD4A_P,P,HSM5MD4A_P
HSM5MD49_P.fastq.gz,HSM5MD49_P,P,HSM5MD49_P
HSM5MD48.tar,HSM5MD48,STD,HSM5MD48
HSM5MD7K.tar,HSM5MD7K,STD,HSM5MD7K
HSM5MD7M.tar,HSM5MD7M,STD,HSM5MD7M
HSM5MD7O.tar,HSM5MD7O,STD,HSM5MD7O
HSM5MD7Q.tar,HSM5MD7Q,STD,HSM5MD7Q
HSM5MD7S.tar,HSM5MD7S,STD,HSM5MD7S
HSM5MD7U.tar,HSM5MD7U,STD,HSM5MD7U
HSM67VEC.tar,HSM67VEC,STD,HSM67VEC
HSM67VEE.tar,HSM67VEE,STD,HSM67VEE
HSM67VEG.tar,HSM67VEG,STD,HSM67VEG
HSM67VEI.tar,HSM67VEI,STD,HSM67VEI
HSM67VEK.tar,HSM67VEK,STD,HSM67VEK
HSM67VEM.tar,HSM67VEM,STD,HSM67VEM
HSM67VEM_TR.tar,HSM67VEM_TR,TR,HSM67VEM_TR
HSM7CYX2.tar,HSM7CYX2,STD,HSM7CYX2
HSM7CYX4.tar,HSM7CYX4,STD,HSM7CYX4
HSM7CYX6.tar,HSM7CYX6,STD,HSM7CYX6
HSM7CYX8.tar,HSM7CYX8,STD,HSM7CYX8
HSM7CYXA.tar,HSM7CYXA,STD,HSM7CYXA
HSM7CYXC.tar,HSM7CYXC,STD,HSM7CYXC
SM-6WJMT.tar,SM-6WJMT,VIR,SM-6WJMT
SM-6XSLB.tar,SM-6XSLB,VIR,SM-6XSLB
SM-6ZT3I.tar,SM-6ZT3I,VIR,SM-6ZT3I
SM-72PGG.tar,SM-72PGG,VIR,SM-72PGG
SM-75ZGU.tar,SM-75ZGU,VIR,SM-75ZGU
SM-787IA.tar,SM-787IA,VIR,SM-787IA
SM-7AMIE.tar,SM-7AMIE,VIR,SM-7AMIE
SM-7BP4W.tar,SM-7BP4W,VIR,SM-7BP4W
SM-7FK3L.tar,SM-7FK3L,VIR,SM-7FK3L
SM-7GYIS.tar,SM-7GYIS,VIR,SM-7GYIS
SM-7I1FT.tar,SM-7I1FT,VIR,SM-7I1FT
SM-7K1V2.tar,SM-7K1V2,VIR,SM-7K1V2
SM-7LDIG.tar,SM-7LDIG,VIR,SM-7LDIG
SM-7NH5C.tar,SM-7NH5C,VIR,SM-7NH5C
SM-7R3BC.tar,SM-7R3BC,VIR,SM-7R3BC
SM-9KON3.tar,SM-9KON3,VIR,SM-9KON3
HSM5MD7Z_P.fastq.gz,HSM5MD7Z_P,P,HSM5MD7Z_P
HSM5MD4P_P.fastq.gz,HSM5MD4P_P,P,HSM5MD4P_P
HSM5MD4O.tar,HSM5MD4O,STD,HSM5MD4O
HSM5MD4N.tar,HSM5MD4N,STD,HSM5MD4N
HSM6XRSN.tar,HSM6XRSN,STD,HSM6XRSN
HSM6XRST.tar,HSM6XRST,STD,HSM6XRST
HSM67VHQ.tar,HSM67VHQ,STD,HSM67VHQ
HSM67VHS.tar,HSM67VHS,STD,HSM67VHS
HSM67VHW.tar,HSM67VHW,STD,HSM67VHW
HSM67VI1.tar,HSM67VI1,STD,HSM67VI1
HSM7CYXQ.tar,HSM7CYXQ,STD,HSM7CYXQ
HSM7CYXS.tar,HSM7CYXS,STD,HSM7CYXS
SM-6Y2UQ.tar,SM-6Y2UQ,VIR,SM-6Y2UQ
SM-72XGU.tar,SM-72XGU,VIR,SM-72XGU
SM-7AA1X.tar,SM-7AA1X,VIR,SM-7AA1X
SM-7GYI7.tar,SM-7GYI7,VIR,SM-7GYI7
HSM5MD8A_P.fastq.gz,HSM5MD8A_P,P,HSM5MD8A_P
HSM5MD57_P.fastq.gz,HSM5MD57_P,P,HSM5MD57_P
HSM5MD59_P.fastq.gz,HSM5MD59_P,P,HSM5MD59_P
HSM5MD5B_P.fastq.gz,HSM5MD5B_P,P,HSM5MD5B_P
HSM5MD5B.tar,HSM5MD5B,STD,HSM5MD5B
HSM5MD5D_P.fastq.gz,HSM5MD5D_P,P,HSM5MD5D_P
HSM5MD5D.tar,HSM5MD5D,STD,HSM5MD5D
HSM5MD5F_P.fastq.gz,HSM5MD5F_P,P,HSM5MD5F_P
HSM6XRSX_P.fastq.gz,HSM6XRSX_P,P,HSM6XRSX_P
HSM6XRSX.tar,HSM6XRSX,STD,HSM6XRSX
HSM6XRT6_P.fastq.gz,HSM6XRT6_P,P,HSM6XRT6_P
HSM6XRSZ_P.fastq.gz,HSM6XRSZ_P,P,HSM6XRSZ_P
HSM6XRT4_P.fastq.gz,HSM6XRT4_P,P,HSM6XRT4_P
HSM6XRT2_P.fastq.gz,HSM6XRT2_P,P,HSM6XRT2_P
HSM67VFX_P.fastq.gz,HSM67VFX_P,P,HSM67VFX_P
HSM67VFX.tar,HSM67VFX,STD,HSM67VFX
HSM67VFZ.tar,HSM67VFZ,STD,HSM67VFZ
HSM67VG2_P.fastq.gz,HSM67VG2_P,P,HSM67VG2_P
HSM67VG6_P.fastq.gz,HSM67VG6_P,P,HSM67VG6_P
HSM67VG8.tar,HSM67VG8,STD,HSM67VG8
CSM7CZ2F_P.fastq.gz,CSM7CZ2F_P,P,CSM7CZ2F_P
HSM7CZ2H.tar,HSM7CZ2H,STD,HSM7CZ2H
HSM7CZ2J_P.fastq.gz,HSM7CZ2J_P,P,HSM7CZ2J_P
HSM7CZ2L_P.fastq.gz,HSM7CZ2L_P,P,HSM7CZ2L_P
SM-6UG73.tar,SM-6UG73,VIR,SM-6UG73
SM-6X9W7.tar,SM-6X9W7,VIR,SM-6X9W7
SM-6ZJXW.tar,SM-6ZJXW,VIR,SM-6ZJXW
SM-7EDAD.tar,SM-7EDAD,VIR,SM-7EDAD
SM-7L29I.tar,SM-7L29I,VIR,SM-7L29I
HSM5MD82_P.fastq.gz,HSM5MD82_P,P,HSM5MD82_P
HSM5MD8P_P.fastq.gz,HSM5MD8P_P,P,HSM5MD8P_P
HSM5MD8N_P.fastq.gz,HSM5MD8N_P,P,HSM5MD8N_P
HSM5MD8L_P.fastq.gz,HSM5MD8L_P,P,HSM5MD8L_P
HSM5MD8B_P.fastq.gz,HSM5MD8B_P,P,HSM5MD8B_P
HSM5MD8D_P.fastq.gz,HSM5MD8D_P,P,HSM5MD8D_P
HSM6XRT8.tar,HSM6XRT8,STD,HSM6XRT8
HSM6XRTA_P.fastq.gz,HSM6XRTA_P,P,HSM6XRTA_P
HSM6XRTC_P.fastq.gz,HSM6XRTC_P,P,HSM6XRTC_P
HSM6XRTE_P.fastq.gz,HSM6XRTE_P,P,HSM6XRTE_P
HSM6XRTG_P.fastq.gz,HSM6XRTG_P,P,HSM6XRTG_P
HSM6XRTG.tar,HSM6XRTG,STD,HSM6XRTG
HSM67VGA_P.fastq.gz,HSM67VGA_P,P,HSM67VGA_P
HSM67VGA.tar,HSM67VGA,STD,HSM67VGA
HSM67VGC.tar,HSM67VGC,STD,HSM67VGC
HSM67VGE_P.fastq.gz,HSM67VGE_P,P,HSM67VGE_P
HSM67VGG.tar,HSM67VGG,STD,HSM67VGG
HSM67VGI_P.fastq.gz,HSM67VGI_P,P,HSM67VGI_P
HSM67VGK.tar,HSM67VGK,STD,HSM67VGK
HSM67VGK_TR.tar,HSM67VGK_TR,TR,HSM67VGK_TR
HSM7CYYR_P.fastq.gz,HSM7CYYR_P,P,HSM7CYYR_P
HSM7CYYV_P.fastq.gz,HSM7CYYV_P,P,HSM7CYYV_P
SM-6ZKRY.tar,SM-6ZKRY,VIR,SM-6ZKRY
SM-7CRWM.tar,SM-7CRWM,VIR,SM-7CRWM
SM-7F1RM.tar,SM-7F1RM,VIR,SM-7F1RM
SM-7IWFK.tar,SM-7IWFK,VIR,SM-7IWFK
SM-7M8RE.tar,SM-7M8RE,VIR,SM-7M8RE
HSM5MD87_P.fastq.gz,HSM5MD87_P,P,HSM5MD87_P
HSM5MD47_P.fastq.gz,HSM5MD47_P,P,HSM5MD47_P
HSM5MD44_P.fastq.gz,HSM5MD44_P,P,HSM5MD44_P
HSM5MD43_P.fastq.gz,HSM5MD43_P,P,HSM5MD43_P
HSM5MD43.tar,HSM5MD43,STD,HSM5MD43
HSM5MD3Y.tar,HSM5MD3Y,STD,HSM5MD3Y
HSM5MD41.tar,HSM5MD41,STD,HSM5MD41
HSM6XRTM.tar,HSM6XRTM,STD,HSM6XRTM
HSM6XRTQ.tar,HSM6XRTQ,STD,HSM6XRTQ
HSM6XRTO.tar,HSM6XRTO,STD,HSM6XRTO
HSM6XRTS.tar,HSM6XRTS,STD,HSM6XRTS
HSM67VGY.tar,HSM67VGY,STD,HSM67VGY
HSM67VH1.tar,HSM67VH1,STD,HSM67VH1
SM-6XJUD.tar,SM-6XJUD,VIR,SM-6XJUD
SM-6ZT3E.tar,SM-6ZT3E,VIR,SM-6ZT3E
SM-73JXF.tar,SM-73JXF,VIR,SM-73JXF
SM-7CP2W.tar,SM-7CP2W,VIR,SM-7CP2W
SM-7FHYC.tar,SM-7FHYC,VIR,SM-7FHYC
SM-7PO8X.tar,SM-7PO8X,VIR,SM-7PO8X
SM-9T55I.tar,SM-9T55I,VIR,SM-9T55I
HSM5MD8J_P.fastq.gz,HSM5MD8J_P,P,HSM5MD8J_P
HSM5MD8F_P.fastq.gz,HSM5MD8F_P,P,HSM5MD8F_P
HSM5MD8H_P.fastq.gz,HSM5MD8H_P,P,HSM5MD8H_P
HSM5MD6E_P.fastq.gz,HSM5MD6E_P,P,HSM5MD6E_P
HSM5MD6I_P.fastq.gz,HSM5MD6I_P,P,HSM5MD6I_P
HSM5MD6I.tar,HSM5MD6I,STD,HSM5MD6I
HSM5MD6K_P.fastq.gz,HSM5MD6K_P,P,HSM5MD6K_P
HSM5MD6K.tar,HSM5MD6K,STD,HSM5MD6K
HSM5MD6M.tar,HSM5MD6M,STD,HSM5MD6M
HSM6XRRJ.tar,HSM6XRRJ,STD,HSM6XRRJ
HSM6XRVA.tar,HSM6XRVA,STD,HSM6XRVA
HSM6XRVC.tar,HSM6XRVC,STD,HSM6XRVC
HSM6XRVC_TR.tar,HSM6XRVC_TR,TR,HSM6XRVC_TR
HSM6XRVK.tar,HSM6XRVK,STD,HSM6XRVK
HSM7J4QZ.tar,HSM7J4QZ,STD,HSM7J4QZ
HSM7J4R2.tar,HSM7J4R2,STD,HSM7J4R2
SM-6ZEUX.tar,SM-6ZEUX,VIR,SM-6ZEUX
SM-6ZUH3.tar,SM-6ZUH3,VIR,SM-6ZUH3
SM-7AMIB.tar,SM-7AMIB,VIR,SM-7AMIB
SM-7I1FP.tar,SM-7I1FP,VIR,SM-7I1FP
SM-7NH6B.tar,SM-7NH6B,VIR,SM-7NH6B
SM-9R78E.tar,SM-9R78E,VIR,SM-9R78E
HSM5MD3L_P.fastq.gz,HSM5MD3L_P,P,HSM5MD3L_P
HSM5MD66.tar,HSM5MD66,STD,HSM5MD66
HSM5MD6A.tar,HSM5MD6A,STD,HSM5MD6A
HSM5MD6A_TR.tar,HSM5MD6A_TR,TR,HSM5MD6A_TR
HSM5MD6C.tar,HSM5MD6C,STD,HSM5MD6C
HSM6XRRV.tar,HSM6XRRV,STD,HSM6XRRV
HSM6XRS2.tar,HSM6XRS2,STD,HSM6XRS2
HSM6XRVM.tar,HSM6XRVM,STD,HSM6XRVM
HSM6XRVO.tar,HSM6XRVO,STD,HSM6XRVO
HSM6XRVU.tar,HSM6XRVU,STD,HSM6XRVU
HSM6XRVW.tar,HSM6XRVW,STD,HSM6XRVW
HSM7J4QT.tar,HSM7J4QT,STD,HSM7J4QT
SM-6XSLF.tar,SM-6XSLF,VIR,SM-6XSLF
SM-6ZT2W.tar,SM-6ZT2W,VIR,SM-6ZT2W
SM-7AMII.tar,SM-7AMII,VIR,SM-7AMII
SM-7GYIK.tar,SM-7GYIK,VIR,SM-7GYIK
SM-7IKZG.tar,SM-7IKZG,VIR,SM-7IKZG
SM-9KOMQ.tar,SM-9KOMQ,VIR,SM-9KOMQ
SM-9ZJIJ.tar,SM-9ZJIJ,VIR,SM-9ZJIJ
HSM5MD5X_P.fastq.gz,HSM5MD5X_P,P,HSM5MD5X_P
HSM5MD62.tar,HSM5MD62,STD,HSM5MD62
HSM5MD6Y.tar,HSM5MD6Y,STD,HSM5MD6Y
HSM5MD71.tar,HSM5MD71,STD,HSM5MD71
HSM5MD73.tar,HSM5MD73,STD,HSM5MD73
HSM5MD75.tar,HSM5MD75,STD,HSM5MD75
HSM6XRS4.tar,HSM6XRS4,STD,HSM6XRS4
HSM6XRS6.tar,HSM6XRS6,STD,HSM6XRS6
HSM6XRS8.tar,HSM6XRS8,STD,HSM6XRS8
HSM6XRSE.tar,HSM6XRSE,STD,HSM6XRSE
HSM7CYZ5.tar,HSM7CYZ5,STD,HSM7CYZ5
HSM7CYZ7.tar,HSM7CYZ7,STD,HSM7CYZ7
HSM7CYZ9.tar,HSM7CYZ9,STD,HSM7CYZ9
HSM7CYZB.tar,HSM7CYZB,STD,HSM7CYZB
HSM7CYZD.tar,HSM7CYZD,STD,HSM7CYZD
HSM7CYZF.tar,HSM7CYZF,STD,HSM7CYZF
HSM7J4QB.tar,HSM7J4QB,STD,HSM7J4QB
HSM7J4QD.tar,HSM7J4QD,STD,HSM7J4QD
HSM7J4QF.tar,HSM7J4QF,STD,HSM7J4QF
HSM7J4QH.tar,HSM7J4QH,STD,HSM7J4QH
HSM7J4QJ.tar,HSM7J4QJ,STD,HSM7J4QJ
HSM7J4QL.tar,HSM7J4QL,STD,HSM7J4QL
SM-6X9W3.tar,SM-6X9W3,VIR,SM-6X9W3
SM-6YBJJ.tar,SM-6YBJJ,VIR,SM-6YBJJ
SM-727GR.tar,SM-727GR,VIR,SM-727GR
SM-76CA2.tar,SM-76CA2,VIR,SM-76CA2
SM-7IKZM.tar,SM-7IKZM,VIR,SM-7IKZM
SM-9P5G8.tar,SM-9P5G8,VIR,SM-9P5G8
SM-9UCZE.tar,SM-9UCZE,VIR,SM-9UCZE
HSM5MD5Z_P.fastq.gz,HSM5MD5Z_P,P,HSM5MD5Z_P
HSM5MD6O_P.fastq.gz,HSM5MD6O_P,P,HSM5MD6O_P
HSM5MD6Q.tar,HSM5MD6Q,STD,HSM5MD6Q
HSM5MD6S_P.fastq.gz,HSM5MD6S_P,P,HSM5MD6S_P
HSM5MD6U_P.fastq.gz,HSM5MD6U_P,P,HSM5MD6U_P
HSM5MD6W.tar,HSM5MD6W,STD,HSM5MD6W
HSM67VF3.tar,HSM67VF3,STD,HSM67VF3
HSM7CYXE.tar,HSM7CYXE,STD,HSM7CYXE
HSM7CYXG.tar,HSM7CYXG,STD,HSM7CYXG
HSM7CYXI.tar,HSM7CYXI,STD,HSM7CYXI
HSM7CYXO.tar,HSM7CYXO,STD,HSM7CYXO
HSM7J4I3.tar,HSM7J4I3,STD,HSM7J4I3
HSM7J4KO.tar,HSM7J4KO,STD,HSM7J4KO
HSM7J4KQ.tar,HSM7J4KQ,STD,HSM7J4KQ
SM-791BC.tar,SM-791BC,VIR,SM-791BC
SM-7ED9S.tar,SM-7ED9S,VIR,SM-7ED9S
SM-9P5FI.tar,SM-9P5FI,VIR,SM-9P5FI
SM-A2HYL.tar,SM-A2HYL,VIR,SM-A2HYL
HSM6XRQB_P.fastq.gz,HSM6XRQB_P,P,HSM6XRQB_P
HSM6XRQB.tar,HSM6XRQB,STD,HSM6XRQB
HSM67VHK.tar,HSM67VHK,STD,HSM67VHK
HSM6XRQI.tar,HSM6XRQI,STD,HSM6XRQI
HSM6XRQK.tar,HSM6XRQK,STD,HSM6XRQK
HSM6XRQM.tar,HSM6XRQM,STD,HSM6XRQM
HSM6XRQO.tar,HSM6XRQO,STD,HSM6XRQO
HSM67VF9.tar,HSM67VF9,STD,HSM67VF9
HSM67VFD.tar,HSM67VFD,STD,HSM67VFD
HSM67VFF.tar,HSM67VFF,STD,HSM67VFF
HSM67VFH.tar,HSM67VFH,STD,HSM67VFH
HSM67VFJ.tar,HSM67VFJ,STD,HSM67VFJ
HSM7CYY3.tar,HSM7CYY3,STD,HSM7CYY3
HSM7CYY5.tar,HSM7CYY5,STD,HSM7CYY5
HSM7CYY7.tar,HSM7CYY7,STD,HSM7CYY7
HSM7CYYD.tar,HSM7CYYD,STD,HSM7CYYD
HSM7CYY9.tar,HSM7CYY9,STD,HSM7CYY9
HSM7CYYB.tar,HSM7CYYB,STD,HSM7CYYB
SM-6ZKY4.tar,SM-6ZKY4,VIR,SM-6ZKY4
SM-73JXJ.tar,SM-73JXJ,VIR,SM-73JXJ
SM-76CAA.tar,SM-76CAA,VIR,SM-76CAA
SM-7AK5W.tar,SM-7AK5W,VIR,SM-7AK5W
SM-7DN2Z.tar,SM-7DN2Z,VIR,SM-7DN2Z
SM-7HXJZ.tar,SM-7HXJZ,VIR,SM-7HXJZ
SM-7NSOJ.tar,SM-7NSOJ,VIR,SM-7NSOJ
SM-9KOPH.tar,SM-9KOPH,VIR,SM-9KOPH
SM-9QMNI.tar,SM-9QMNI,VIR,SM-9QMNI
SM-9RYIJ.tar,SM-9RYIJ,VIR,SM-9RYIJ
SM-9U261.tar,SM-9U261,VIR,SM-9U261
HSM6XRQC_P.fastq.gz,HSM6XRQC_P,P,HSM6XRQC_P
HSM6XRQS.tar,HSM6XRQS,STD,HSM6XRQS
HSM6XRQU.tar,HSM6XRQU,STD,HSM6XRQU
HSM6XRQW.tar,HSM6XRQW,STD,HSM6XRQW
HSM6XRQY.tar,HSM6XRQY,STD,HSM6XRQY
HSM67VFR.tar,HSM67VFR,STD,HSM67VFR
HSM7CYYF.tar,HSM7CYYF,STD,HSM7CYYF
HSM7CYYH.tar,HSM7CYYH,STD,HSM7CYYH
HSM7CYYP.tar,HSM7CYYP,STD,HSM7CYYP
HSM7J4LD.tar,HSM7J4LD,STD,HSM7J4LD
HSM7J4LF.tar,HSM7J4LF,STD,HSM7J4LF
HSM7J4LH.tar,HSM7J4LH,STD,HSM7J4LH
HSM7J4LN.tar,HSM7J4LN,STD,HSM7J4LN
SM-76ENQ.tar,SM-76ENQ,VIR,SM-76ENQ
SM-791B8.tar,SM-791B8,VIR,SM-791B8
SM-7GYIC.tar,SM-7GYIC,VIR,SM-7GYIC
SM-9RTV9.tar,SM-9RTV9,VIR,SM-9RTV9
SM-9WOB7.tar,SM-9WOB7,VIR,SM-9WOB7
SM-A373Q.tar,SM-A373Q,VIR,SM-A373Q
HSM6XRQE_P.fastq.gz,HSM6XRQE_P,P,HSM6XRQE_P
HSM6XRR5.tar,HSM6XRR5,STD,HSM6XRR5
HSM6XRR7.tar,HSM6XRR7,STD,HSM6XRR7
HSM6XRR9.tar,HSM6XRR9,STD,HSM6XRR9
HSM6XRRB.tar,HSM6XRRB,STD,HSM6XRRB
HSM6XRRD.tar,HSM6XRRD,STD,HSM6XRRD
HSM6XRUX.tar,HSM6XRUX,STD,HSM6XRUX
HSM6XRUZ.tar,HSM6XRUZ,STD,HSM6XRUZ
HSM6XRV2.tar,HSM6XRV2,STD,HSM6XRV2
HSM6XRV4.tar,HSM6XRV4,STD,HSM6XRV4
HSM6XRV6.tar,HSM6XRV6,STD,HSM6XRV6
HSM6XRV8.tar,HSM6XRV8,STD,HSM6XRV8
HSM7J4PC.tar,HSM7J4PC,STD,HSM7J4PC
HSM7J4PE.tar,HSM7J4PE,STD,HSM7J4PE
HSM7J4PG.tar,HSM7J4PG,STD,HSM7J4PG
HSM7J4PI.tar,HSM7J4PI,STD,HSM7J4PI
HSM7J4PK.tar,HSM7J4PK,STD,HSM7J4PK
HSM7J4PM.tar,HSM7J4PM,STD,HSM7J4PM
HSM7J4M4.tar,HSM7J4M4,STD,HSM7J4M4
HSM7J4M6.tar,HSM7J4M6,STD,HSM7J4M6
HSM7J4M8.tar,HSM7J4M8,STD,HSM7J4M8
HSM7J4MA.tar,HSM7J4MA,STD,HSM7J4MA
HSM7J4MC.tar,HSM7J4MC,STD,HSM7J4MC
HSM7J4ME.tar,HSM7J4ME,STD,HSM7J4ME
SM-73BNC.tar,SM-73BNC,VIR,SM-73BNC
SM-76C9Y.tar,SM-76C9Y,VIR,SM-76C9Y
SM-7BP52.tar,SM-7BP52,VIR,SM-7BP52
SM-7IKZL.tar,SM-7IKZL,VIR,SM-7IKZL
SM-7KPU3.tar,SM-7KPU3,VIR,SM-7KPU3
SM-7MCUM.tar,SM-7MCUM,VIR,SM-7MCUM
SM-9NK6G.tar,SM-9NK6G,VIR,SM-9NK6G
SM-9U26B.tar,SM-9U26B,VIR,SM-9U26B
SM-9Y7DS.tar,SM-9Y7DS,VIR,SM-9Y7DS
SM-A1ZWQ.tar,SM-A1ZWQ,VIR,SM-A1ZWQ
SM-A4GBD.tar,SM-A4GBD,VIR,SM-A4GBD
HSM6XRR3.tar,HSM6XRR3,STD,HSM6XRR3
HSM67VCX_P.fastq.gz,HSM67VCX_P,P,HSM67VCX_P
HSM67VCZ.tar,HSM67VCZ,STD,HSM67VCZ
HSM67VD2.tar,HSM67VD2,STD,HSM67VD2
HSM67VD4.tar,HSM67VD4,STD,HSM67VD4
HSM67VD6.tar,HSM67VD6,STD,HSM67VD6
HSM67VHB.tar,HSM67VHB,STD,HSM67VHB
HSM67VHD.tar,HSM67VHD,STD,HSM67VHD
HSM67VHF.tar,HSM67VHF,STD,HSM67VHF
HSM67VHH.tar,HSM67VHH,STD,HSM67VHH
HSM67VHJ.tar,HSM67VHJ,STD,HSM67VHJ
HSM6XRUV.tar,HSM6XRUV,STD,HSM6XRUV
HSM7J4PO.tar,HSM7J4PO,STD,HSM7J4PO
HSM7J4PQ.tar,HSM7J4PQ,STD,HSM7J4PQ
HSM7J4PS.tar,HSM7J4PS,STD,HSM7J4PS
HSM7J4PU.tar,HSM7J4PU,STD,HSM7J4PU
HSM7J4PW.tar,HSM7J4PW,STD,HSM7J4PW
HSM7J4PY.tar,HSM7J4PY,STD,HSM7J4PY
HSM7J4IO.tar,HSM7J4IO,STD,HSM7J4IO
HSM7J4IP.tar,HSM7J4IP,STD,HSM7J4IP
HSM7J4IQ.tar,HSM7J4IQ,STD,HSM7J4IQ
HSM7J4IR.tar,HSM7J4IR,STD,HSM7J4IR
HSM7J4IS.tar,HSM7J4IS,STD,HSM7J4IS
SM-77FY2.tar,SM-77FY2,VIR,SM-77FY2
SM-7AA1P.tar,SM-7AA1P,VIR,SM-7AA1P
SM-7C83T.tar,SM-7C83T,VIR,SM-7C83T
SM-7DGV2.tar,SM-7DGV2,VIR,SM-7DGV2
SM-7EWSV.tar,SM-7EWSV,VIR,SM-7EWSV
SM-7FY2T.tar,SM-7FY2T,VIR,SM-7FY2T
SM-7I1GZ.tar,SM-7I1GZ,VIR,SM-7I1GZ
